"MIDX","MTITLE","MCONTENT","MPOINT","MDATE","MUSER"
17068310,"히트맨","킬링타임용으로 좋아요",10,20200817,17068310
17068309,"오케이 마담","가볍고 유쾌하게 볼 수 있는 영화입니다.",8,20200817,17068309
17068307,"다만 악에서 구하소서","스토리는 예상 가능. 15세에 맞추느라 과격함이 살짝 빗나가는 장면. 그래도 단점들을 덮어버리고 영화 한편 잘보고 나왔다는 생각이 든건 배우들의 연기, 눈빛 덕분. 잘 봤어요",9,20200817,17068307
17068308,"오케이 마담","아무런 기대없이 봤는데 너무너무 유쾌하고 재미있게 보고 왔음! 특히 엄정화 액션씬 최고!",10,20200817,17068308
17068306,"강철비2: 정상회담","평점 모지!! ㅋㅋㅋㅋ이런 곳에도 댓글부대가 있나싶네요. 넘나 코믹하고 재밌게봤는데! 약간 뒷이야기 부족해서 아쉬웠던 “살아있다”보다  열 배는 탄탄하고 재밌었는데.",10,20200817,17068306
17068305,"오케이 마담","기대 이상으로 너무 재미있게 봤습니다.안좋은 평점들 때문에 걱정했는데 영화관에서도 내내 사람들 웃음이 끊임 없을 정도로 재밌었어요ㅋㅋ뻔하지만 액션코미디의 정석ㅋㅋ",10,20200817,17068305
17068304,"지푸라기라도 잡고 싶은 짐승들","이정도면 수작이지 집에서 혼자 보기에 적당",8,20200817,17068304
17068303,"그것만이 내 세상","오랫만에 감동과 재미가 있는 영화를 봤다이런 영화를 이제서야 보다니잔잔한 감동이 오래도록 내 가슴속에 남을 그런 영화.",10,20200817,17068303
17068302,"반도","영화가 끝나고 나가면서 한숨이 나왔고 2시간 가량 시간을 내가 들고나온 쓰레기들과 같이 버렸어요.",2,20200817,17068302
17068301,"강철비2: 정상회담","스토리도  액션도...그냥 그래요",4,20200817,17068301
17068299,"오케이 마담","하 중간에 화장실가서 ㅜㅠ 중요한 부분 못봤네 ㅠㅠ 진짜 너무 재밌었음 너무 웃겼다",10,20200817,17068299
17068298,"반도","별로였음 차라리 부산행 한편 더보겠다",1,20200817,17068298
17068296,"인셉션","언제봐도 재밋고 흥미로운 명작",10,20200817,17068296
17068295,"다만 악에서 구하소서","굳  역시 최고의배우들감정최고",9,20200817,17068295
17068294,"다만 악에서 구하소서","연기력이 이렇게 좋은 배우들을 가지고 이렇게 밖에 못찍는 것이 놀랍다. 스토리에 개연성이 매우 없으며 인물의 행동에 당위성이 떨어진다. 그리고 유이가 동정심으로 아이를 도와주는 것까지는 이해되지만, 결국 아이를 책임질 만큼 아이나 황정민이랑 유대감을 쌓았는지도 모르겠다. 그냥 불쌍해서 데리고 간다는 억지인 것같다. 볼영화가 없어서 보았는데 그냥 대충만든 느낌 그냥 이렇다~~이렇게 끝내기에는 기대한 게 너무 크다",5,20200817,17068294
17068293,"강철비2: 정상회담","개연성과 현실감은 1도 없고 공감도 1도 안되는 개3류 영화. 쓸데없이 현정권 성향 찬양 위해서 현실과는 동떨어지는 망상 수준의 스토리를 쳐넣고 억지 감동코드 쳐넣는데. 이걸 3500이나 주고 쳐본 내 시간이 아깝다.. 잠수함 전투씬은 30분간 되는거 같은데 그거 때매 3점 준다. 그거말고는 볼게 하나도 없는 영화다. 마블 아이언맨이나 캡틴 아메리카가 실제 현실에 있을 가능성이 더 높겠다. 뭐 이런 개 거지같은 영화를 만들어놨는지.. 쿠데타 일으키는데 잠수함에 쿠데타 세력 10명 내외로 쳐타고 쿠데타 일으키는 세력이 어딨나 진짜 이게 재밌다고 쳐빠는 인간들 뇌구조를 뜯어봐야함.",3,20200817,17068293
17068292,"다만 악에서 구하소서","이정재님과 황정민님의 조합은 실패가 없을거라 생각하고 무조건 봤는데 물론 예상대로였지만 의외로 박정민님과 아역배우 박소이양의 연기가 대단한 영화였습니다.아무생각없이 재미있게 잘 봤습니다.",9,20200817,17068292
17068291,"다만 악에서 구하소서","흥행이 보장된 훌륭한 배우들을 써서 그렇지 영화 자체는 6점짜리거품이 잔뜩 껴있는 점수에 균형을 맞추기 위해 1점 드립니다",1,20200817,17068291
17068290,"#살아있다","집에서 본게 다행이라고 생각함 ㅋㅋㅋ 중간에 잘뻔했네 ㅠㅜㅜ",1,20200817,17068290
17068289,"말모이","목숨걸고 지킨 언어 자랑스럽네요",10,20200817,17068289
17068288,"침입자","초중반 전개가 좋아서 몰입하던 찰나에 종반 흐름이 산통 깼다. 사이비 종교단체는 왜 불쑥 끼어든건가.",4,20200817,17068288
17068287,"반도","재미있게 잘 봤어요~~",6,20200817,17068287
17068286,"다만 악에서 구하소서","액션이 너무 좋았고 무엇보다 연기가 짱이었음. 그리고 난 왜 이렇게 결말이 마음에 드냐 기대 겁나 많이 했는데 기대 이상이네",10,20200817,17068286
17068285,"튼튼이의 모험","하이퍼 리얼리즘의 극",10,20200817,17068285
17068284,"오케이 마담","개인평점은 8.5. 가족 오락영화로 좋습니다. 특히 아이들이 좋아하네요. 조금은 허리우드 성공 영화 공식을 따라한 것 같아 아쉽지만, 충분히 유쾌합니다. 국개의원이 불쌍해 지는 영화~",8,20200817,17068284
17068283,"#살아있다","가볍고 유쾌하게 보기 좋음. 너무 무거운 영화들 속에서 상큼하게 빛나는 느낌. 대신 특별한 감동이나 볼거리는 기대마시길.",8,20200817,17068283
17068282,"오케이 마담","살아있다도 피하고 반도도 피했지만 이걸 못피했네..",2,20200817,17068282
17068280,"소년시절의 너","무거운 주제지만 남주 여주의 절절한 연기 덕에 끝까지 보게 되는 영화",10,20200817,17068280
17068279,"반도","좀비영화 좋아하면 볼만함 신파만 뺐으면 좋았겠다 너무 과했어",8,20200817,17068279
17068278,"오케이 마담","진짜 재밌어요 가족들과 오랜만에 좋은시간 보냈어요",10,20200817,17068278
17068277,"세 얼간이","웃음과감동 두가지가  동시에..몇번을 봐도 잼있음., 내 인생  최고의영화",10,20200817,17068277
17068276,"소년시절의 너","멋진 영화다. 청춘 영화 중에 「친구」를 으뜸으로 치는데 이 영화가 더 나은 듯!",10,20200817,17068276
17068275,"다만 악에서 구하소서","코로나 아니였으면 진짜 대박났을듯 지루한부분없이 빠르게 전개되고 액션씬 어지러워서 싫어했던사람인데 어지러운액션이아니라 진짜 깔끔하고 멋지고 타격감있음",10,20200817,17068275
17068274,"터널","낮은 평점들 진짜 읽어볼수록 어이가 없네 무슨 대단한 예술병 쿨병 걸렸길래 이 영화를 보고 무시를 하지? 참나 한국 재난영화의 진보였다",9,20200817,17068274
17068273,"#살아있다","ㅋㅋㅋㅋ 기대안하고 그래 그럴수있지 라는 넓은마음으로 본다면 잼습니다여러분",6,20200817,17068273
17068272,"다만 악에서 구하소서","재밋음 볼만함 영화값이 안 아까움",10,20200817,17068272
17068271,"다만 악에서 구하소서","옥의티 2개1. 이정대 사람죽이려 방콕갔는데 옷 너무 많이 챙겨감 ㅋ2. 방콕에선 아이스커피대신 땅모반을 들게해야지 이 감독아 ㅋ",8,20200817,17068271
17068270,"히트맨","진짜진짜 별로임 이거 보고 후회할 바에야 그냥 안보는게 낫지 아 진짜 내 시간 어떡할거야 제.발.보.지.마.세.요.",1,20200817,17068270
17068268,"82년생 김지영","피해의식에 가득찬 여성의 눈으로 바라보는 세상",1,20200817,17068268
17068269,"벨빌 캅","장난하냐??....",1,20200817,17068269
17068267,"너를 만난 여름","재밋어요~옛추억이 새록새록~",9,20200817,17068267
17068266,"신용문객잔","다들 무술의 고수였지만이 영화를 다 보면 주방장이 의리있고절대고수임 ㅋㅋㅋ",10,20200817,17068266
17068265,"오케이 마담","2000년대 초반 코믹물 같은 유치함..9점 이상 준사람은 모두 평점 알바라고 봐도 무방함",1,20200817,17068265
17068264,"터널","마지막 탱이가 짖는다. 개소리 하지말라고~",10,20200817,17068264
17068263,"강철비2: 정상회담","그냥 딱 일점짜리 영화입니다",1,20200817,17068263
17068261,"다만 악에서 구하소서","재밌습니다 배우님들 다들 연기 잘하십니다ㅜㅜ",10,20200817,17068261
17068260,"온워드: 단 하루의 기적","가족이 소중하다는 알게 만드네~ 주문만 완벽했던라면 아버지랑 좀더 같이 얼굴을 볼수 있었을텐데.., 진짜 살짝 울컥했음!",8,20200817,17068260
17068259,"오케이 마담","재밌습니다~~가볍게 웃기 좋습니다",10,20200817,17068259
17068257,"다만 악에서 구하소서","스토리만 탄탄했다면 천만갈영환데;;",5,20200817,17068257
17068255,"다만 악에서 구하소서","황정민과 이정재가 너무 쎄다는것과 좀 뻔한 스토리라는 것을 빼면 정말 잘 만든 영화. 쓸데없는 눈물 짜내기도 최소한으로 줄여서 좋았음.",8,20200817,17068255
17068254,"오케이 마담","막장을 뛰어넘는 막장 영화!!",1,20200817,17068254
17068253,"세 얼간이","한국 교육부장관이 시청하길 기원함",10,20200817,17068253
17068251,"강철비2: 정상회담","잠수함신의 긴장감은 단연최고다",10,20200817,17068251
17068252,"오케이 마담","간만에 마음껏 웃다가 극장을 나왔다.엄정화 박성웅 두 부부의 케미도 좋았고반전에 반전도 쫄깃했고액션도 볼만했다!가족들 모두 만족도가 높았다.가족들과 함께 보러가기에 정말 좋은 영화로 추천해요~",10,20200817,17068252
17068249,"라스트 선라이즈","중국영화니까 너무 기대는 하지 말고, 솔직히 개연성, 과학적 근거 같은거는 없긴함. 그래도 나이 들며 감정이 메말라가던 중 볼만했음. OST가 가장 괜찮았던 것 같고, CG가 별로긴 해도 뭐 인터스텔라를 기대한건 아니니까..",6,20200817,17068249
17068246,"오케이 마담","여기도 평점조작단이 있네??",2,20200817,17068246
17068244,"오케이 마담","요즘 우울했는데  그냥 조조로 가볍게 혼자 웃다오기에 아주 좋습니다! 추천!!엄정화님 역시 연기 .. 액션연기도 이리 잘하시는지 몰랐는데 놀람^^",8,20200817,17068244
17068243,"다만 악에서 구하소서","스토리가 초등학생이 작성한 수준으로 개연성이 없다.",1,20200817,17068243
17068241,"어서오시게스트하우스","이거 0점은 못 주나요??? 뭔 다 평점 알바여 ㅋㅋ 여기 영화 제대로 보고 평점 남긴 사람은 있는지 모르겠네요. 아니면 다 관계자든가 ㅋㅋ 진짜 평점이 너무 높길래 기대했는데 기대한 제가 바보인 건가요?? 진짜 유치하고 말도 안 되고 답답하고 그냥 한마디로 정말 별로였어요. 저예산 영화인 게 이렇게 많이 티나는 영화도 처음 보네요. 근데 이만 문제가 아니라 그냥 ㅋㅋㅋ.. 아 진짜 이건 아니에요 ㅋㅋㅋㅋ 지금 평점 정말 말도 안 되네요 ㅋㅋ 평은 더 자세히 쓰다간 스포 되니까 이만 말 아낄게요 ㅋㅋ 정말 돈이랑 시간 아까웠고요, 제겐 돈 안 내고 봐도 시간 아깝다는 생각이 들 영화였어요. 어떤 평 중에 이런 영화 많아지면 좋겠단 평 있던데 전 이런 영화 많아지면 그냥 영화관 안 갈렵니다 ㅋㅋ",1,20200817,17068241
17068240,"강철비2: 정상회담","흉포할 정도의 놀라움.전작을 뛰어 넘지못하는...",4,20200817,17068240
17068239,"울프 콜","이렇게 몰입도 높은 영화는 오랜만인듯 합니다~ 또 보고 싶네요",10,20200817,17068239
17068238,"다만 악에서 구하소서","내용자체는 그냥 흔한 스토리지만 뛰어난 영상미랑 액션으로 시간가는줄 모르고 봤다 연기허점인 사람도 아무도 없고 아역이랑 박정민 너무 귀여워 ㅠㅠ",10,20200817,17068238
17068237,"오케이 마담","오케이마담 그냥재미있어요.우울할때 추천",10,20200817,17068237
17068235,"강철비2: 정상회담","최악의 영화 발로 만듬? 내돈 내놔 ㅜㅜ",1,20200817,17068235
17068234,"나는 내일, 어제의 너와 만난다","첫번째 댓글 그대로임.",10,20200817,17068234
17068233,"사랑하기 때문에","인류애를 되찾고 싶을때 생각없이 보면 마음 따뜻해지는",7,20200817,17068233
17068232,"문호 스트레이독스 [데드애플]","평점테러 개웃기노 남자들 존나 발작오짐ㅋ",10,20200817,17068232
17068231,"강철비2: 정상회담","국제정세를 기반에 둔 정치적 상상력.기대보다 재밌어서 놀랐다. 한국, 북한, 미국의 지도자 셋의 현실에 기반한 뚜렷하고 아이러니한 캐릭터를 잘 활용했고 잠수함 전투만으로도 흥미롭고 기대 이상이다.",9,20200817,17068231
17068229,"다만 악에서 구하소서","액션이랑 연기자들 연기 보러가는것만으로도 돈 아깝지 않음. 올해 본 한국 영화중엔 젤 나음.",8,20200817,17068229
17068230,"스파이","가볍고 유쾌하게 보기 좋은듯 합니다! 되게 웃기고 캐릭터들이 개성있어요.",9,20200817,17068230
17068228,"흥부: 글로 세상을 바꾼 자","대비로 김완선 나오니 삐에로 공연 연상됨. 배경음악을 전통음악으로 안한게 매우 아쉬움. 스토리는 괜찮음. 연기자들 연기는 최고. 스토리가 좋긴한데, 대중들 눈이 높아져서 만족이 쉽지 않음. 걍 볼만함. 10년만 빨리 나왔어도 대작이였을 것임.",9,20200817,17068228
17068227,"다만 악에서 구하소서","좋음",10,20200817,17068227
