"MIDX","MTITLE","MCONTENT","MPOINT","MDATE","MUSER"
17071207,"말모이","역사가 담긴 영화라 좋게 봐줄려 했는데 김판수 캐릭터가 너무 개짜증이라 중간에 하차했다.넷플릭스에 같이 올라온 항거는 끝까지 봤는데, 한국식 개과천선 캐릭터가 난 왜이렇게 보기가 힘든건지...",4,20200818,17071207
17071206,"오케이 마담","거짓말 안하고 하나도 안웃기고 감동도 없음.",1,20200818,17071206
17071204,"클래식","이렇게까지 여운이 깊은영화는 처음이다. 왜 이제야 봤을까",10,20200818,17071204
17071203,"다만 악에서 구하소서","대한민국 영화 시장에서 수요가 많은 요소들만 쏙쏙 뽑아 한 데 뭉쳐놓은 느낌... 스토리가 뻔하고 어딘가 엉성했음. 황정민, 박정민, 이정재 연기가 다 살렸다. 아직도 제목이 왜 저러는 지는 모르겠음...",5,20200818,17071203
17071202,"82년생 김지영","내 얘기 같네..내 주변 얘기이기도하고..",10,20200818,17071202
17071201,"다만 악에서 구하소서","스토리는 너무너무 뻔해서 편하게 호쾌한 액션을 볼수있음",7,20200818,17071201
17071199,"블랙아웃 : 인베이젼 어스","영화 참 재미없다. 러시아는 영화 산업 접고 그돈으로 불우이웃 돕기나 해라",1,20200818,17071199
17071198,"반도","그저그럼 그냥그럼ㅋ 한번즘",6,20200818,17071198
17071197,"반도","기대 이상 ??????????",10,20200818,17071197
17071196,"강철비2: 정상회담","이건 뭐... 평론가들 돈 받았나?",2,20200818,17071196
17071195,"유 캔 카운트 온 미","내게도 사랑하지만 자주 다투던 누나가 있어 이 영화가 좋았다.",10,20200818,17071195
17071194,"강철비2: 정상회담","그저그랴요 그냥 한번볼만",6,20200818,17071194
17071193,"비버","그래도 우울증 극복하고 가족들도 다 화목해져서 다행이다.",9,20200818,17071193
17071192,"강철비2: 정상회담","반도 개같은 OOO를 보고 나서 그런가 이해가 안간다 반도 보다 이 영화가 먼저 내려왔다는게 돈ㅈㄹ 적당히해라 진짜",8,20200818,17071192
17071191,"강철비2: 정상회담","아무기대없이 그저 강철비1편보고 2나왔길래 본건데 보다가 각국 대통령 거의 코미디언 수준으로 가볍게 연출한거보고 충격받았어요 지금 내가보고 있는게 영화가 맞는지ㅋ b급영화네요 노답",2,20200818,17071191
17071190,"다만 악에서 구하소서","잔인하고 폭력적이면서 스토리구성 연결은 어색함",4,20200818,17071190
17072168,"강철비2: 정상회담","영화도 오바하긴 했지만, 보수들이 너무나 싫어했을법한 영화ㅋㅋㅋ그냥 광복절집회가서 코로나나 전파하는 암덩어리 할배덜 ㅎ 진짜 우리나라 보수는 너무 다혈질에 극악무도함ㅋㅋ 절대 통일 안될듯..지금도 이리 좌우로 나눠졌는데 무슨 남북통일ㅎ 그 어떤 당에서 그 어떤 대통령이 나와도 우리나라에서는 독재자말고는 성공하지 못할것 같다는 생각임.. 잘해도 정권연장 못하게 까야되니깐ㅋㅋ이건 진보나 보수나 마찬가지.. 언제쯤이나 내분없이 함께 세계로 쭉쭉~뻗어나갈른지 ㅉㅉ",8,20200819,17072168
17072167,"아저씨","항상봐도 질리지않는 영화",10,20200819,17072167
17072166,"강철비2: 정상회담","예술이 정치를 만나면 영혼이 없어진다.",8,20200819,17072166
17072165,"강철비2: 정상회담","왜 1편찍을때 잘 이어서 좀만 바꿔서 찍지 좋은배우들로 바보영화를 만들었는지.. 의문점이 드네요 정우성 배우님 곽도원 배우님들도.. 이번계기로 작품 잘보시고 찍어주시길 기도할게요",1,20200819,17072165
17072164,"셔터 아일랜드","예상되지 못한 반전이 있네요마지막 대사 긴여운",10,20200819,17072164
17072163,"크게 될 놈","손호준의 연기력이 아주 좋습니다. 그런데 손호준이 나이가 들었을때 나오시는 분이랑 너무 매치가 안되서 영화의 흐름이 깨지네요. 그 부분은 아예 없에는게 더 좋았을텐데",8,20200819,17072163
17072162,"아저씨","보지마 잠 못자니까!!",10,20200819,17072162
17072161,"강철비2: 정상회담","잠수함 전투씬 말고는 기대하지 마세요미국 대통령을 무슨 ㅋㅋㅋ 동네 아저씨처럼 만들어놓은 영화",4,20200819,17072161
17072160,"닥터 슬립","샤이닝 다운 받아놓고 4번이상 본 입장에서 도무지 재미를 1도 느낄 수 없고 도저히 끝까지 보기 힘들정도로 흥미를 느낄 수 없고 지루한데도 참고 행여나 행여나. 하다가 더는 못참고 중간에 그만 볼란다. 너어무 실망! !!",2,20200819,17072160
17072159,"다만 악에서 구하소서","보는 내내 눈물흘리며 봤습니다",10,20200819,17072159
17072158,"다만 악에서 구하소서","박정민님 연기 너무 좋았어요. 배우분들 엄청난 고생 하셨는데 관객 분들이 좋은 평가 주셨으면 좋겠네요",10,20200819,17072158
17072157,"봉오동 전투","왜놈들아, 대한독립만세다!!",10,20200819,17072157
17072156,"강철비2: 정상회담","영화 제목은 잠수함으로 지어야해요",6,20200819,17072156
17072154,"결백","연기력이  역시   스토리도  좋구여   흡입력이  잇어서  재밋게  밧어여",8,20200819,17072154
17072153,"봉오동 전투","1점 준 놈들은 다 일본차 타는 쪽바리다.",10,20200819,17072153
17072152,"히트맨","연기력... 이 정도였나",2,20200819,17072152
17072151,"강철비2: 정상회담","우왕 한번 더 버고싶어요",10,20200819,17072151
17072149,"포레스트 검프","학생때 보고 성인이 되서 한번 더 봤다.나는 너무나도 많은 생각으로 세상을 대하고 있는중이었다. 때론 단순하게 생각하고 해야한다는것을 느꼈다. 아니 대부분. 너무 많은 생각이 내 자신을 옭아매고 있었다.순간에 최선을 다하자는 말이 진부란 말로 들리겠지만 이것만큼 좋은말도 없다는것을 느꼈다",10,20200819,17072149
17072148,"강철비2: 정상회담","내용, 연출력, 배우들 연기 다 어이없고 미국 대통령역 하신 분 연기가 제일 나은 듯요!",1,20200819,17072148
17072145,"나쁜 녀석들: 더 무비","그냥 말이 필요없음 동석이형과 더불어 다른배우들 역시 탄탄하면서 현실을 비추는듯한 장면들 꿀잼!!",10,20200819,17072145
17072146,"강철비2: 정상회담","그냥 사회주의 체제선전영화.",1,20200819,17072146
17072144,"강철비2: 정상회담","잠수함씬을 만들어낸 노력과 결과물만으로도 충분히 박수받을만 하다.",7,20200819,17072144
17072143,"프로젝트 파워","중반까지는 그래도 재밌게 잘 풀어간다 생각했는데조토끼랑 여우가 만나는 순간부터 3류 하이틴 영화가 되어갔던 영화",6,20200819,17072143
17072142,"정도","영상과 연기가 정말 멋지네요 보는내내 좋았어요",10,20200819,17072142
17072141,"강철비2: 정상회담","초딩수준 영화. Ost가 덩케르크에서 듣던것 같은데. 유연석 김정은 대입이 안되잖아... 그래서 같은 초딩수준 영화인 살아있다, 반도 중에서 간지력으로도 밀렸다 ㅋㅋ",1,20200819,17072141
17072140,"히든 피겨스","제일 짱이더라고요 추천합니다",10,20200819,17072140
17072139,"다만 악에서 구하소서","연기를 다들 어쩜 잘하는지 ,, 진짜 재밌게 봤어요",10,20200819,17072139
17072137,"로건","믿보는영화 너무 재밌음 간만에",10,20200819,17072137
17072135,"레드 바론","뭔가 끊어지는 느낌 이영화는 영화보다 드라마로 조금 길게 제작 되거나 하니면 영화라도 시간을 1시간 정도 좀 길게 같으면 하는 아쉼을 남기네. 그리고 저 간호사 좀 ㅤㅈㅓㄼ은 사람으로 쓰지",7,20200819,17072135
17072134,"강철비2: 정상회담","이 어처구니 없는영화는 도데체  모냐??  이걸 끝까지본 나한테  그나마 평점 1점준다~",2,20200819,17072134
17072133,"윈드 리버","번역 누가했냐 의역이 쩌네 자막이 작품의 완성도를 떨어뜨린다.",7,20200819,17072133
17072132,"기담","한국영화 별로 안 좋아하고 무서운 영화도 잘 못 보는데 친구가 추천해서 봤다. 근데 너무 여운이 남는 영화. 그동안 갑툭튀만 있고 개연성, 스토리, cg 다 망한 영화를 많이 봐서 그런지 2007년 영화임에도 불구하고 정말 잘 만든 영화라 생각했다. 좀 의문인 부분도 있었지만 요즘 공포영화들 보단 낫다. 떡밥도 많았고 반전도 있었고 무서울 땐 확 무서웠다. 떡밥 때문에 한번 더 보길 추천. 또한 연출도 좋고 ost도 좋았다. 전개방식은 주온이 떠오르고 ost는 장화홍련이 떠오르기도...정말 무섭고도 아름다운 이상한 이야기.",9,20200819,17072132
17072131,"다만 악에서 구하소서","황정민 사랑해요??나 50대 조아하..",10,20200819,17072131
17072130,"강철비2: 정상회담","군대는 댕겨오고 시나리오 쓰는지곽동무가 정은이해야하지안나",2,20200819,17072130
17072129,"강철비2: 정상회담","북한을 한반도의 주인으로 비유적으로 들어내며 김돼지를 고뇌하는 지도자로 트럼프를 경박한 어린아이처럼 그린다. 몇부분 편집하면 북한김정은 프로파간다로 쓸 만큼 너무도 순진하고 역겨운 발상의..일본은 또어떠한가...김일성이 적화전술로 교육시킨 민족,반일,반미 삼박자에 너무도 정직하게 맞는 아니 교훈적이기 까지한 영화",1,20200819,17072129
17072128,"50가지 그림자: 해방","누가 뭐래도 제이미 도넌의 매력은 헤어나올 수 없음...",10,20200819,17072128
17072127,"강철비2: 정상회담","재미있습니다. 멋진 대한민국 최고 존엄이네요",10,20200819,17072127
17072126,"사냥의 시간","정확히 연출은 초보적이지만 화려함을 선사하려 노력?정도작가님 현실판 글 쓰고 싶으면 연락하셔요. 이건 누구나 생각하는 순정만화 정도입니다.",3,20200819,17072126
17072125,"인베이젼 2020","러시아 sf 영화 처음 보는데 촬영 잘되었고 픽션내용도 좋고  인간과 외계인의 감동적 사랑도 절묘합니다.",9,20200819,17072125
17072124,"강철비2: 정상회담","최악의 영화..강철비2=ㅁㅈㅇ을 위한 영화",1,20200819,17072124
17072123,"늑대의 유혹","그 시대를 살아보진 않았지만 그시대를 추억하게 될 수 있는 영화",10,20200819,17072123
17072122,"강철비2: 정상회담","와.... 정말 이건 너무했음분명 평점 알바 블로그가 있는듯스토리며 촬영 수준이며 이게 도대체 영화인가 싶었음",1,20200819,17072122
17072121,"와사비 : 레옹 파트2","레옹 파트 2 이OO ㅋㅋ 배급사 새끼들 대가리가 좀 이상한가 영화 제목도 존나 웃기네 ㅋㄱ 와사비 ㅋㅋㅋ",2,20200819,17072121
17072120,"라붐","아무런 감동이 없는 영화네... 시간이 아깝네요,,",1,20200819,17072120
17072119,"강철비2: 정상회담","솔직히 왜 재미없다는지 모르겠음 ㅋㅋ개인생각이지만 나도 개인생각 적자면 강철비1은 안봤지만 그래도 강철비2는 재밌게 봤고 약간 답답함이 있었지만 그래도 볼만함 불만이 그렇게 많으면 니들이 영화배우를 하든지 영화 만들어 ㅋㅋㅋ",10,20200819,17072119
17072117,"맨츄리안 켄디데이트","신선한 소재에 잘나가다 마무리가 엥? 그리고 보는내내 그 엄마너무 짜증났음. 최면걸때도 뭔가 기분 드러운 느낌..",7,20200819,17072117
17072118,"강철비2: 정상회담","평소 정치에 관심 있는 사람이라면 혹평할 영화고 정치에 무지한 사람들이 보기에는 나름 볼거리는 있다 근데 이나라 국제관계에 관한 영화는 왜 늘 미국이 악으로 나오나?? 정작 우리 국민을 가장 많이 살해한 자들은 중국과 북한인데? 그래야만 하는 이유라도 있는가 영화계는? ㅋ",1,20200819,17072118
17072116,"노웨어 하이드","다시 한번 보고 싶다 이 영화",10,20200819,17072116
17072115,"남한산성","기대하지 않았는데 수작이었습니다~!^^추천드립니다~",10,20200819,17072115
17072114,"#살아있다","마지막에 갑자기 튀어나오는 헬기는 진짜 너무했다ㅋ.",4,20200819,17072114
17071189,"오케이 마담","거의 감상댓글을 쓰지 않지만, 이건 써야겠다. 코믹 영화라면 웃기던지, 유쾌하던지 해야하는데.전혀 개연성도, 재미도, 웃음도 없는 영화! 코로나 19로 이득보는 영화임에 틀림없다.",1,20200818,17071189
17071188,"케이크메이커","남주 엉덩이 오동통해요 ㅠ.ㅠ",7,20200818,17071188
17071185,"82년생 김지영","메퇘지들 극장에서 팝콘에 나초에 오징어에 핫도그에과자 우적대면서 눈물콧물 짜면서 단체관람",1,20200818,17071185
17071181,"플립","왜 이 영화를 몰랐을까? 숨은 명작이다.btv로 집에서 봤는데 진짜 몰입해서 봤다.",10,20200818,17071181
17071115,"다만 악에서 구하소서","영화를 보기 전부터 알 수 있던 시놉시스의 부실함이라던가는 물론 있지만 그만큼의 장점 또한 있다. 부실한 줄거리라 욕먹을 수도 있지만 불필요한 신파(한국영화의 제일 큰 극혐부분)또한 없음. 그 외에 배우들의 연기, 촬영 등은  액션 영화  로서의 역할들을 충실하게 채운다. 적어도 보면서 지루할 틈은 없는 영화.",8,20200818,17071115
17070869,"히트맨","이거  킬러인하이스쿨 이랑 포맷이 같네요;; 그것도 킬러가 임무수행중 사고났는데 죽은척하고 원하던 삶을 살거든요....",8,20200818,17070869
17070671,"다만 악에서 구하소서","진짜  액션  밖에 없음. 내다버린 스토리구성",2,20200818,17070671
17070599,"82년생 김지영"," 너는 이런 입장이니까 내가 생각하기엔 이렇게 해야돼. 나가서 아무나 잡고 물어봐. 그렇게 사회관념대로 하지 않으면 나는 화를 낼거야. 제가 남자지만 정말 공감은 많이 하면서 봤습니다. 군대와 학교는 잘해야 하는 일이 정해져 있고 그외에는 따돌림이나 도태된다고 자신보다 아랫사람이라고 보는 고정관념이 인간의 다양성을 해치는 피해를 정말 살면서 셀수 없이 많이 당했습니다. 그래서 저는 항상 고민했습니다. 남들이 내가 항상 유별나다는데 뭐가 문젤까 매일 매번 고민했습니다. 하지만 이 영화를 보고 깨달았습니다. 그들이 유별나다는 기준은 자신들이 생각하는 정상의 고정관념에서 이탈하지 말아야 한다는 것을요. 저는 편협한 시각을 가지고 저에게 상처를 준 사람들에게 보란듯이 패션 디자이너로서 성공해보겠습니다.",10,20200818,17070599
17070350,"강철비2: 정상회담","탄탄한 스토리. 지루할틈 없었다. 잠수함전투신 바닷속에 있는거같이 시원함.. 비올때봤는데 폭염에 봤으면 더 시원했을듯. 인상적인건  잠수함의 달인 .",9,20200818,17070350
17070163,"82년생 김지영","우선 82년이 아닌 72년이나 62년생 김지영이었다면 더욱 호평을 줄 수도 있는 작품이라고 생각한다.물론 8,90년대생 여자들도 충분히 공감할 수 있는 부분이 있겠지다만 그 공감이 본인의 직접 경험이 아닌 매개체를 통한 공감인데도 이를 이용해  꼴페미 라는 왜곡된 사상과 피해망상을 주입시키려는 일부 여자들이 문제일 뿐...페미니즘의 궁극적 도달은 평등에 있다. 남녀는 경중을 따질 수 있는 존재가 아니다. 낮이 있어야 밤이 있듯 털끝만큼도 서로 무겁거나 가벼울 게 없다. 사회생활과 육아도 같은 선상에 있고...삶이란, 반려란 그런 것이다. 서로를 존중하고 이해하며 양보하는 가운데 자기 자신이 최우선임을 잃지 않으며 살아가야 한다.쉽지만은 않은 길이겠지만  부부 라면, 더욱 나아가  부모 라면 그 정도의 각오는 하고 결혼하자.우리의 자식을 위해, 우리 자신을 위해서라도...",7,20200818,17070163
17070146,"모털 엔진","나름 볼만했다.  하울의 움직이는 성 과  매드맥스 ,  헝거게임 ,  설국열차 가 고루고루 생각나는 설정과 이미지였다랄까. 다만 아쉬운 점은 여자주인공의 역할이 단지 key를 전달하는 역할뿐이었다는 느낌.. 쫌더 헝거게임의 여주처럼 본인 능력치가 있고 더욱 적극적인 역할을 했으면 더 재미있었을 것 같다. 중국 자본이 들어간 듯한 몇몇 인물 설정과 갑자기 맥빠진 후반부 전개는 조금 의아했다.ㅎㅎㅎㅎ 개인적으로 남주와 여주가 매력이 덜한 것 같다. 연기에 대한 흡입력이 조금 부족하다고 느꼈다.",7,20200818,17070146
17072113,"킬러의 보디가드","개노잼...평점 알바아닌가 존나 의심될 정도...",1,20200819,17072113
17072112,"아기공룡 둘리 - 얼음별 대모험","정말 02년생이지만 내 유년시절 최고의 애니메이션이였다. 어렸을적 재방송으로 투니버스에서 방영해줬는데 그 당시 그 느낌, 그 감정. 아직까지도 생생하다. 종로대스타 엠씨 길동..",10,20200819,17072112
17072110,"다만 악에서 구하소서","믿고보는 조합의 배우들 눈빛연기 대박입니다",10,20200819,17072110
17072109,"가려진 시간","애틋하고 여운이 남습니다.",10,20200819,17072109
17072108,"강철비2: 정상회담","희화화시킨 연출에 가벼운 마음으로 웃으면서 보다가 후반에는 영상미에 놀라고 감동했습니다. 눈물도 조금 났어요 웃음 감동 교훈 다 있어서 올해 영화중 가장 재미있게 봤습니다!!",10,20200819,17072108
17072107,"올드 가드","아니 ㅋㅋㅋㅋ 무슨 영화가 남자평이랑 여자평이 2점이 넘게 차이가나냐 이거 수작맞나",6,20200819,17072107
17072105,"오케이 마담","조금 유치하긴 해도 재밌게 봤움 액션 짱짱",10,20200819,17072105
17072104,"줄리 & 줄리아","너무 사랑스러운영화",10,20200819,17072104
17072102,"다만 악에서 구하소서","충분한 액션, 재미, 연기, 그리고 연출. 하지만 적나라한 표현. 보이지 않아도 그대로 상상되는 잔혹함이 들려온다. 소리로 느끼는 고어영화. 그리고 15세 관람가.이정재와 황정민 믿고 봤고 대단했지만,소리를 조금만 담백하게, 그리고 청불이었다면 좋지 않았을까",5,20200819,17072102
17072101,"첫 키스만 50번째","마지막 장면을 평생 잊을수가없을거같다",10,20200819,17072101
17072100,"아저씨","오지마 피묻어...또 울었다 ㅜㅜ",10,20200819,17072100
17072099,"아저씨","매번 볼때마다 새로운 아저씨.마지막 람로완과의 사투끝에 내려다보는 그 장면은 천상의전사가 어둠의사탄을 긴여정끝에 처단 해버린 예술적이고 아름다운 장면이라 생각됨. 마지막 OST까지 환상적임.멋진 영화라 생각함.",10,20200819,17072099
17072098,"오케이 마담","왜 평점이 8점대인지....",1,20200819,17072098
17072096,"패신저스","나는 과연 짐처럼 1년을 버틸 수 있었을까...?",7,20200819,17072096
17072094,"디 엔드?","스토리 자체는 참신한데 주인공 징징대면서 옹알이 하는거 진짜 개듣기싫음ㅡㅡ",6,20200819,17072094
17072091,"강철비2: 정상회담","대충 뭘 전달하고싶은지는 알겟는데 이정도면 전쟁영화라해도 믿겟네",4,20200819,17072091
17072092,"오케이 마담","뭐가 웃긴건지 모르겠고시간낭비 돈낭비했네..",1,20200819,17072092
17072090,"스피드","최악의 영화중 하나다...옛날 영화임을 감안해도 난 이런류의 자기만 살면 그만인 스토리를 증오한다. 결국 버스는 잘 몰았어도 그안에 생긴 교통사고들은 어떡할건데.",2,20200819,17072090
17072089,"오케이 마담","크게 기대안하고 봤는데 진짜 너무너무너무너무 재밌었어용 중간중간 깨알 반전들도 너무너무 재밌었어용 정화언니 좋아해서 믿고 선택한 영화인데 쭈욱 흥행해서 대박났으면 좋겠어요 ♡",10,20200819,17072089
17072088,"강철비2: 정상회담","대한민국의현실을담아 집중할수있었습니다.현재의 평화협정 의 답답함을 영화로 이해할수있는것도 좋았고, 대통령들의 어수선함도 있고,억지웃음도 있지만, 전체의 큰 의미로 이해하면좋을듯합니다.대한민국대통령 이 마지막한말. .통일되기를 진심으로 원하십니까?나는 이영화를 보고 우리들이 통일협상 에 이러지도 저러지도 못하는 답답한현실을 이해할수만 있어도 좋을것같다.",8,20200819,17072088
17072085,"반도","평점도 낮고 사ㅤㄹㅑㅁ들 평도 그래서 기대를 안하고 봤는데 나는 정말 재밌게 본거 같다.",8,20200819,17072085
17072084,"100일 동안 100가지로 100퍼센트 행복찾기","소비가 곧 ‘나’인 시대에 던지는 큰 화두!",10,20200819,17072084
17072083,"강철비2: 정상회담","트럼프가 봤으면 기절했을듯,영어도못하는대통령영어잘하는 김정은?뭘 위한 영화냐",2,20200819,17072083
17072082,"다만 악에서 구하소서","처음으로 촬영감독을 서치했다 홍경표 감독님의 촬영기법.. 정말 대단하다.",8,20200819,17072082
17072081,"강철비2: 정상회담","진보팔이 개똥철학이 맘껏 어우러진 개연성, 연기력 1도 없는 망작",2,20200819,17072081
17072080,"히트맨","그냥 돈많은 사람이 심심해서 만든영화",1,20200819,17072080
17072078,"아저씨","최고 여태본영화중젤잼남  4번봤는데도 또울었네",10,20200819,17072078
17072077,"다만 악에서 구하소서","아주 재미있게 봤습니다! 뻔하지만 촬영과 전개가 지루하지 않게 만들어준 영화였어요 연기는 역시 대박!!!",10,20200819,17072077
17072076,"어댑테이션","카우프먼과 동시대를 살아감에 감사할 뿐",8,20200819,17072076
17072075,"사자","연기정말훌륭 몰입짱짱 ㅠ",10,20200819,17072075
17072074,"아저씨","몇번을 봐도 몰입감 있음 액션짱",10,20200819,17072074
17072072,"#살아있다","스토리가 얼마나 개판인지 꼭 보세요",1,20200819,17072072
17072070,"아저씨","왜 몇십번봐도 보게되고 질리지 않는거죠 마성의 영화....",10,20200819,17072070
17072069,"존 말코비치 되기","왜 나는 이 영화에서 벗어나지 못하는가",10,20200819,17072069
17072068,"밀정","기대에 미치진 않았지만 잘 봤습니다.",6,20200819,17072068
17072067,"우주 전쟁","이딴걸 영화라고 쳐만들었네진짜ㅡㅡ",1,20200819,17072067
17072066,"강철비2: 정상회담","정권이 이 지경이 되고 이제 영화판까지 퇴보하네..정우성 3류배우가 돼버렸구나",1,20200819,17072066
17072065,"반도","기대 안 하고 봤는데 생각보다 엄청 재밌었어요 배우분들 너무 조아요..",10,20200819,17072065
17072064,"강철비2: 정상회담","음   어색한 북한분들  그리고 김정은  그리고  미국대통령   일본어   정신 없음  주의산만  ㅜ  정우성 부인  등등등",2,20200819,17072064
17072063,"반교: 디텐션","꼭보세요 ㅈㄴ 재밋어요^^ 팝콘사들고 꼭보세요 콜라도 사드시고요 너무 재밋고 무서워서 보다가 나왔습니다^^괴물나오는게 레전드인데 그게 ㅈㄴ 무섭게 생겨서 더재밋네요^^",10,20200819,17072063
17072062,"비바리움","한국 영화랑은 수준이 다름수작",10,20200819,17072062
17072061,"신의 한 수: 귀수편","바둑을 이렇게 재밌게 보다니... 개개개개존잼",10,20200819,17072061
17072060,"다만 악에서 구하소서","영화 본지 2주 정도 지난 후에 쓰는 리뷰 입니다처음 시작 부터 끝날때 까지 지루 하지 않게 본영황 강추 한 번 더 볼 생각이에요",10,20200819,17072060
17072059,"히트맨","이렇게 평점에 낚일줄은몰랐네여... 유쾌하긴하지만 유치하네요 ㅠㅠ 이렇게 막 진행되는느낌영환진짜 오랜만인듯 ㅠ",1,20200819,17072059
17072058,"반교: 디텐션","게임이 원작인 영화인 만큼 그 점을 상기하며 봤는데, 게임의 몇 장면을 영화에 잘 녹여낼 수 있도록 고민하며 구성한 느낌이 들었다.다만 영화자체만을 뚝 떼어놓고 봤을 때 현실-꿈속-과거 회상이 섞이면서 내용이 난해하게 느껴질 요소가 다소 있었다고 생각되며, 그 점은 조금 아쉬웠다.",8,20200819,17072058
17072057,"반도","PPL은 해야겠고 어디서 보고 흉내낸건 많고 애니메이션 캐릭터 같은 주조연들 넣고 애니메이션 같은 대사도 ㅤㅇㅡㄼ어야 하고 오글거려 뒤1지는 줄 알았네, 애초에 애니 만들던 감독한테 그것도 염력으로 조진 감독한테 왜 이런 대규모 상업영화를 맡기는지? 염병하네 진짜..",2,20200819,17072057
17072056,"아저씨","영화관에서 봤으면 기립박수 첬을거같다",10,20200819,17072056
17072055,"다만 악에서 구하소서","이것이 영화다!! 이 몰입감 이 텐션 황정민 이정재 그리고 그녀(석?) 최고!!!",10,20200819,17072055
17072054,"아저씨","원빈은 지금봐도 안촌스럽냐",10,20200819,17072054
17072053,"디지몬 어드벤처 라스트 에볼루션 : 인연","어렸을때부터 봐왔던 디지몬시리즈... 특히나 어드벤쳐가 제일 기억에 남는 이유는 제일 처음으로 접했던 디지몬 시리즈였기 때문인것 같다. 처음 봤을때가 딱 8살이였는데 대학생이 돼버린 타이치 일행들을 보며 감정이입을 제대로 하게 됐다. 아구몬이 많이 컸구나 했을때 말로 표현못할 느낌을 들었다. 결말은 얼핏보면 이제 어린시절을 놓아주라는 것 같지만 타이치일행들이 파트너디지몬들을 다시 만날수 있을것이라는 여지를 줌과 동시에, 우리들의 꿈은 끝나지 않는다는 것을 보여주는것 같았다. 디지몬팬들에게 이런 수작을 만들어줘서 너무 감사합니다",10,20200819,17072053
17072052,"소년시절의 너","생각했던 것에 미치지 못해서일까 살짝 아쉬웠다... 내가 생각하던 스토리가 아니다... 하지만 진짜 다시 한번 느끼지만 학교폭력은 근절되어야 한다. 남들 앞에서는 착한 척 친구 괴롭히는 것보다 남한테 피해 주지 않는 양아치가 났다...",7,20200819,17072052
17072051,"람보","사냥을 끝낸 사냥개의 분노",7,20200819,17072051
17072050,"아저씨","10년이 지나도 촌스럽지않고 10년이 지나도 액션씬이 멋있다.원빈이라는 배우만이 소화해 낼수 있는 배역. 이였다.이정범 감독의 작품중 가장 좋은 작품 인거 같다. 감독도 아저씨 이후로는 그닥 ;;;; 원빈 배우의 다른 작품을 10년째 손꼽아 기다린다.",10,20200819,17072050
17072049,"강철비2: 정상회담","그냥 빨갱ㅇ 찬양 영화네 참나 .. 반일 반미 좀 덜해라 제발 사회주의 국가만들려고 노력하네 쓰레기들북괴가 영어 통역 하냐?",2,20200819,17072049
17072048,"우리들의 행복한 시간","강동원 너무 잘생겼고 연기도 잘하네요",10,20200819,17072048
17072047,"강철비2: 정상회담","엄복동급 영화. 정우성은 여전히 연기,발성  안됨. 추가로 작품 선정도 못함. 친구인 이정재는 많이 나아졌는데.",2,20200819,17072047
17072046,"강철비2: 정상회담","뭘 얘기 하고 싶은거냐 ㅋ",2,20200819,17072046
17072044,"인랑","아무리 추천 시스탬이 베타버전이라도 이딴 영화는 안띄워야돠는거 아닙니까",1,20200819,17072044
17072043,"가을의 전설","브래드 피트  필모그래피 최고의 작품",10,20200819,17072043
17072042,"강철비2: 정상회담","초중반의 유머코드가 너무 아쉽네요. 차라리 유머를 뺏으면 말미의 진지함이 더욱 좋았을텐데요. 신정근 배우의 연기가 빛 났습니다.",7,20200819,17072042
17072041,"히트맨","이게 재밌다고....빨리 끝나기를 기다린 영화는 처음",2,20200819,17072041
17072040,"아저씨","이 영화는 10년이 지나도 여전히 멋있다. 5번 넘게 봐도 안질림.. 오히려 너무 짧다는 느낌이 들정도로 더 보고 싶다. 원빈 진짜 멋있오 ㅠㅠ",10,20200819,17072040
17072039,"아저씨","원빈 솔직히 팬들에대한 예의가 너무 없는 배우인거 같다 팬들의 응원에 힘입어 스타가 됐는데 10년동안 작품활동은 없고 cf만 찍어서 돈벌고 먹튀중에 먹튀 아닌가 싶다",1,20200819,17072039
17072038,"어서오시게스트하우스","취업난으로  고민하는 청년들에게 보면 공감을 느낄듯",10,20200819,17072038
17072037,"애나벨 집으로","뭐 영화를 이따구로 만드냐 스토리가 너무 예상감.. 개뻔해무섭기만함",1,20200819,17072037
17072036,"강철비2: 정상회담","내 눈을 의심했다. 서프라이즈를 보고 있는 줄...",2,20200819,17072036
17072035,"오케이 마담","이런거 댓글 안 남기는데 진짜 ㅈㄴ 재미없다 하하",1,20200819,17072035
17072034,"강철비2: 정상회담","ㅋㅋ 아 3류 코미디영환가? ? ? ㅋㅋ진심  3류 코미디영화보다 못한수준   와.. 연출이며 설정이며 스토리며 ㅋㅋ",1,20200819,17072034
